type,name,cached_count
Freeform,Muffins,249
Character,Jake Pitts,249
Character,"Bito ""Rhyme"" Raimu",249
Freeform,Rain Sex,249
Relationship,Andy McNally/Sam Swarek,249
Character,Sleipnir,249
Freeform,Boring,249
Character,Katakura Kojuurou,249
Character,Fubuki Shirou,249
Freeform,Winglock,249
Relationship,Crocodile/Donquixote Doflamingo,249
Freeform,Pranking,249
Freeform,Penises,249
Relationship,Stiles Stilinski & Jackson Whittemore,249
Freeform,Poor Sam,249
Freeform,Rockstar AU,249
Character,Fudou Akio,249
Freeform,And Now For Something Completely Different,249
Relationship,John Watson/Original Female Character(s),249
Freeform,Unhappy marriage,249
Character,Danny Matheson,249
Freeform,Alternate Universe - Renaissance,249
Freeform,Shakarian - Freeform,249
Freeform,Sibling Fluff,249
Fandom,The Thrilling Adventure Hour,249
Freeform,underrated,249
Character,Kirishima,249
Freeform,Charles in a Wheelchair,249
Freeform,Alternate Universe - Howl's Moving Castle Fusion,249
Character,Viaur | Virion,249
Freeform,problematic,249
Freeform,Goals,249
Relationship,Danny Fenton & Vlad Masters,249
Freeform,large family,249
Character,Adam (Only Lovers Left Alive),249
Freeform,these tags are a mess,249
Character,Tau,249
Character,Chris Trott | Trottimus,249
Relationship,Kazuhira Miller/Ocelot,249
Relationship,Portgas D. Ace/Reader,249
Fandom,Queer as Folk (UK),248
Character,Amy Gardner,248
Character,Pacey Witter,248
Relationship,Susan Ivanova/Talia Winters,248
Character,Talia Winters,248
Character,Billy (Dr. Horrible),248
Fandom,Gargoyles (Cartoon),248
Character,John Grimm,248
Character,Aurora,248
Fandom,The Libertines,248
Character,T. E. Lawrence,248
Freeform,Shamanism,248
Character,Ralph Lanyon,248
Character,Damar (Star Trek),248
Character,Tony Espera,248
Freeform,Cthulhu Mythos,248
Freeform,LJ,248
Character,Cody,248
Freeform,Gay Marriage,248
Fandom,Tokyo Mew Mew,248
Freeform,Wartime Romance,248
Relationship,Misha Collins/Jared Padalecki,248
Character,Daleks,248
Relationship,Theodore Nott/Blaise Zabini,248
Relationship,Sarah Sawyer/John Watson,248
Freeform,Transhumanism,248
Character,Vermouth (Meitantei Conan),248
Character,Sarah O'Brien,248
Freeform,switch - Freeform,248
Relationship,Raylan Givens/Tim Gutterson,248
Freeform,Sentinel Senses,248
Freeform,Inferiority Complex,248
Freeform,drabble-ish,248
Relationship,Alex Krycek/Fox Mulder/Walter Skinner,248
Fandom,Snow White and the Huntsman (2012),248
Freeform,muggle,248
Character,Demons - Character,248
Freeform,Caffeine Addiction,248
Relationship,Green/Red (Pokemon),248
Freeform,Android AU,248
Freeform,Craigslist,248
Freeform,they're both idiots,248
Freeform,Beauty - Freeform,248
Relationship,Peggy Carter & Howard Stark,248
Freeform,Gayness,248
Freeform,Sadish,248
Freeform,Reverse Cowgirl,248
Freeform,Smiles,248
Freeform,Student Council,248
Freeform,Kinda Weird,248
Fandom,Union J (Band),248
Freeform,Teikou Era,248
Fandom,The Incredible Hulk (Comics),248
Freeform,Awesome Peggy Carter,248
Character,Tony Perry,248
Character,George (Merlin),248
Character,Lon'qu,248
Relationship,natsby,248
Relationship,Hatake Kakashi & Uchiha Sasuke,248
Freeform,tw blood,248
Character,Duncan Quagmire,248
Freeform,Eremin - Freeform,248
Character,More characters to be added - Character,248
Character,Heather (Total Drama),248
Character,Dai-hachi-han | Team 8 (Naruto),248
Freeform,story ideas,248
Freeform,ultimate,247
Freeform,Post-Quest,247
Freeform,one bed,247
Character,Chase,247
Relationship,Bail Organa/Breha Organa,247
Character,Roger Davies,247
Character,Tom Conrad,247
Character,Noah,247
Character,Hidan,247
Character,Audrey Horne,247
Character,Don Draper,247
Character,Winston,247
Character,Kirk Hammett,247
Freeform,Vegas,247
Character,Kal-el,247
Character,Oropher,247
Relationship,Loki (Marvel)/Thor (Marvel),247
Relationship,Beyond Birthday/L,247
Freeform,trial,247
Relationship,lovers - Relationship,247
Freeform,new life,247
Freeform,Drunken sex,247
Character,Mom Lalonde,247
Freeform,Over the Knee,247
Freeform,quick,247
Freeform,LSD,247
Fandom,Blue Exorcist,247
Relationship,Okumura Rin/Okumura Yukio,247
Relationship,"Jennifer ""JJ"" Jareau/Spencer Reid",247
Character,Tristan (Arthurian),247
Freeform,Wholock,247
Character,Sue Clearwater,247
Freeform,Mutism,247
Freeform,Catboys,247
Freeform,Eskimo Kisses,247
Freeform,Youth,247
Relationship,Sherlock Holmes & Mrs. Hudson,247
Freeform,Alternate Universe - Mermaids,247
Freeform,"Hurt Danny ""Danno"" Williams",247
Freeform,Hive Mind,247
Freeform,Window Sex,247
Relationship,Lydia Martin/Erica Reyes,247
Freeform,bored,247
Freeform,i'm not even sorry,247
Character,Grunkle Stan,247
Freeform,cutee,247
Freeform,4000,247
Freeform,more smut,247
Freeform,MORE PLEASE,247
Freeform,dang,247
Freeform,accidental confessions,247
Freeform,Student Stiles,247
Freeform,secret santa gift,247
Freeform,Alcoholic Tony Stark,247
Freeform,Sub Erik,247
Freeform,Bad Luck,247
Freeform,sub cas,247
Freeform,Secret Children,247
Freeform,cutie,247
Relationship,The Batter/Zacharie,247
Freeform,Qui-Gon Lives,247
Freeform,Reread forever,247
Character,Kowalski (Madagascar),247
Freeform,pretty much,247
Relationship,"Jay/Timothy ""Tim"" W.",247
Character,Navi (Legend of Zelda),247
Character,Vanessa Gottlieb,247
Character,Darius Zackly,247
Freeform,Alternate Universe - Veterinarians,247
Character,Rudy Lom,247
Freeform,Favorite Medium Sterek,247
Character,Diana Bishop,247
Freeform,can be read as platonic,247
Relationship,Okumura Rin & Okumura Yukio,247
Character,Dana Whitaker,246
Character,Jack Bauer,246
Character,Carolyn Lam,246
Character,Bulma,246
Character,Amita Ramanujan,246
Character,Hutch,246
Character,Amras,246
Freeform,culture clash,246
Freeform,Aunt-Niece Relationship,246
Freeform,Power Swap,246
Character,Ed Zeddmore,246
Fandom,Marvel 3490,246
Freeform,ATF,246
Fandom,Lamento -BEYOND THE VOID-,246
Fandom,Basketball RPF,246
Character,Toby Cavanaugh,246
Fandom,American Dragon: Jake Long,246
Freeform,Turians,246
Character,Cave Johnson,246
Freeform,Father/Daughter Incest,246
Character,Griffith (Berserk),246
Freeform,long-fic,246
Character,Abby Wambach,246
Relationship,Clyde Donovan/Craig Tucker,246
Character,Matsuda Takato | Takato Matsuki,246
Freeform,haunted,246
Freeform,post-Season 1,246
Freeform,magick,246
Freeform,Johncroft,246
Character,Cora (Once Upon a Time),246
Freeform,lots and lots of angst,246
Relationship,Kaidan Alenko & Male Shepard,246
Relationship,Kevin Tran/Sam Winchester,246
Freeform,80s,246
Freeform,TL,246
Character,Miyaji Kiyoshi,246
Freeform,Peter POV,246
Character,Galmar Stone-Fist,246
Freeform,just a warning,246
Character,Ren Koumei,246
Freeform,Sub Steve,246
Character,Otose | Terada Ayano,246
Freeform,Community: hobbit_kink,246
Freeform,joke,246
Relationship,Benny Lafitte & Dean Winchester,246
Character,Heath Slater,246
Freeform,single story,246
Relationship,TW: Derek/Stiles,246
Character,Harry Potter (mentioned),246
Character,Mew (Pokemon),246
Fandom,World of Warcraft - Various Authors,246
Freeform,макси,246
Character,"Richard ""Ringo"" Langly",246
Freeform,for a rainy day,246
Character,Will Jackson,246
Freeform,Powerful,246
Freeform,healthy relationship,246
Freeform,b+,246
Character,Hael (Supernatural),246
Freeform,idk what to tag this,246
Freeform,Pokemon Training,246
Relationship,Hinata Shouyou/Yachi Hitoka,246
Character,Ron,245
Character,Amber Volakis,245
Character,Pyro,245
Freeform,Ritual,245
Freeform,Baby!Fic,245
Relationship,Georg Listing/Gustav Schäfer,245
Character,Allison Iraheta,245
Fandom,Teenage Mutant Ninja Turtles,245
Fandom,House of Wax (2005),245
Freeform,Community: 100_women,245
Character,Mary Shannon,245
Character,Worm,245
Freeform,RPG,245
Character,Alastair,245
Freeform,Silence Kink,245
Relationship,Jon Bon Jovi/Richie Sambora,245
Relationship,Jonathan Archer/T'Pol,245
Fandom,MCR - Fandom,245
Freeform,yuletide09,245
Character,Zlatan Ibrahimović,245
Freeform,Napoleonic Wars,245
Freeform,Chastity,245
Fandom,Honor Harrington Series - David Weber,245
Character,Sonic,245
Freeform,postgame,245
Character,Etta Candy,245
Freeform,Confidence,245
Character,The Jedi Exile,245
Freeform,coming to terms,245
Character,Daphne Bridgerton,245
Character,Ahim de Famille,245
Freeform,GaaLee,245
Character,Slipstream (Transformers),245
Character,Don Dogoier,245
Freeform,Lighthouses,245
Freeform,boys being dumb,245
Freeform,House Lannister,245
Relationship,Artemis Crock/Zatanna Zatara,245
Freeform,Dissection,245
Freeform,fleshlight,245
Freeform,Hurt feelings,245
Freeform,Steve Has Issues,245
Relationship,Sherlock Holmes & Mary Morstan,245
Character,Cell (Dragon Ball),245
Freeform,Hobrien,245
Fandom,Tron: Uprising,245
Character,Andronikos Revel,245
Freeform,maiko,245
Freeform,if that makes sense,245
Freeform,Decorating,245
Fandom,Durarara,245
Freeform,creek - Freeform,245
Character,Yatogami Kurou,245
Relationship,Hanamiya Makoto/Kiyoshi Teppei,245
Fandom,Fable (Video Games),245
Character,Mary Winchester (mentioned),245
Freeform,idk anymore,245
Freeform,nipple sucking,245
Freeform,34k,245
Character,Wyck | Vaike,245
Freeform,this was cute,245
Character,Bree Davenport,245
Freeform,dumb boys in love,245
Freeform,CHECK BACK,245
Relationship,jeaneren,245
Freeform,Two Fathers,245
Relationship,Captain America/Reader,245
Freeform,Steven Universe - Freeform,245
Character,Alduin (Elder Scrolls),245
Character,Fuji Yuuta,244
Relationship,Gwen/Morgana,244
Character,Jess,244
Freeform,Post-Anime,244
Character,Gambit,244
Freeform,Episode: s03e11 Mystery Spot,244
Relationship,Holmes/Watson,244
Freeform,the morning after,244
Fandom,Star Trek AOS,244
Character,Byakuran,244
Freeform,Paradox,244
Relationship,Patrick Stump/Brendon Urie,244
Fandom,Vampire Diaries,244
Relationship,Chuck Bartowski/Bryce Larkin,244
Character,Famine (Good Omens),244
Character,Mundungus Fletcher,244
Relationship,Shaun/Zach (Shelter),244
Character,Matsuzaki Ayako,244
Character,James Kinchloe,244
Relationship,Gillian Foster/Cal Lightman,244
Character,Vic Grassi,244
Character,Barry,244
Character,Lord English,244
Freeform,catboy,244
Freeform,Post-World War I,244
Character,Harry Truman (Twin Peaks),244
Character,Alfons Heiderich,244
Character,Prince Endymion,244
Relationship,Beast Boy/Raven,244
Character,Cross Kaien,244
Freeform,TV Show,244
Character,Wolfgang Mittermeyer,244
Character,Dragon Shiryū,244
Freeform,Headaches,244
Freeform,dimension hopping,244
Freeform,LBB,244
Freeform,Apartment,244
Freeform,Fight Club - Freeform,244
Freeform,Pre-Stanford,244
Character,Gamlen Amell,244
Freeform,very mild angst,244
Freeform,Mask,244
Character,Johnny Marr,244
Character,Jowd (Ghost Trick),244
Freeform,SCIENCE!,244
Freeform,Hunter - Freeform,244
Freeform,Banshees,244
Freeform,fuuuck,244
Freeform,Female John Watson,244
Freeform,Taylor Swift - Freeform,244
Character,Doris McGarrett,244
Relationship,past - Relationship,244
Freeform,Alternate Universe - Hackers,244
Freeform,just so you know,244
Character,Richard Windor,244
Relationship,Meenah Peixes/Aranea Serket,244
Character,Mrs. Mellark,244
Freeform,because reasons,244
Freeform,Nyctophobia,244
Character,Thieves Guild (Elder Scrolls),244
Relationship,Pepper Potts & Natasha Romanov,244
Freeform,somewhat canon compliant,244
Freeform,this is really short,244
Freeform,Daddy Dean,244
Character,Joseph Rogers,244
Character,North - Character,244
Freeform,Sterek endgame,244
Relationship,Craig Boone/Female Courier,244
Character,Tenzing Tharkay,244
Character,Hester (Supernatural),244
Fandom,Gundam & Related Fandoms,244
Character,Jo Wilson,244
Freeform,TOO GOOD,244
Freeform,Sub John,244
Fandom,niall horan - Fandom,244
Freeform,Alternate Season/Series 09,244
Fandom,The Princess Diaries - All Media Types,244
Freeform,monster cock,244
Character,Jaime Preciado,244
Freeform,lots of hugs,244
Freeform,Trickster Gabriel,244
Character,Rick Macy,244
Freeform,brief angst,244
Character,Beth Smith,244
Character,Niall Breslin,244
Freeform,Top Alec,244
Freeform,Pining Enjolras,244
Freeform,movie date,244
Freeform,Space Wives,244
Character,Kazuraba Kouta,244
Character,Junior (RWBY),244
Freeform,Chuck Lives,244
Freeform,alpha and omega,244
Relationship,Krashlyn,244
Fandom,ItaSaku,244
Relationship,Remus Lupin & James Potter,244
Character,Demeter (Percy Jackson),244
Character,Hunter Bradley,243
Character,Adam Young,243
Character,Lindsay Monroe,243
Character,Edward Blake,243
Character,"Pete ""Maverick"" Mitchell",243
Relationship,Hollow Ichigo/Kurosaki Ichigo,243
Freeform,Freeverse,243
Freeform,universe hopping,243
Character,Schneizel el Britannia,243
Character,Niall,243
Character,John Smith (Tenth Doctor),243
Relationship,Higurashi Kagome/Kouga,243
Freeform,Auror Training,243
Relationship,Rebecca Catalina/Jean Havoc,243
Freeform,fantasy!au,243
Character,Leslie Willis,243
Character,Donna Meagle,243
Freeform,Contests,243
Character,Taki Tooru,243
Character,Irving (Dragon Age),243
Character,Nina Rosario,243
Freeform,Jedi Code,243
Freeform,Sexual Torture,243
Relationship,Rabastan Lestrange/Harry Potter,243
Freeform,X-Men References,243
Freeform,this fic,243
Character,Hyuuga Hizashi,243
Freeform,head canon,243
Character,Female England (Hetalia: Axis Powers),243
Character,"Jon ""The Greatjon"" Umber",243
Freeform,Companionship,243
Relationship,Cas/Dean - Relationship,243
Fandom,Winter Soldier - Fandom,243
Character,Tetra (Legend of Zelda),243
Freeform,Mortal AU,243
Freeform,techno,243
Freeform,Loki Whump,243
Fandom,The Walking Dead RPF,243
Character,Rodimus,243
Character,Flora (Winx Club),243
Relationship,Ramsay Bolton/Sansa Stark,243
Character,Daisy Mason,243
Character,Misfire (Transformers),243
Freeform,to read when complete,243
Freeform,all that good stuff,243
Fandom,The Mummy Returns (2001),243
Freeform,Westeros,243
Freeform,Whipped,243
Freeform,3000,243
Freeform,Female Bucky Barnes,243
Fandom,Ava's Demon,243
Freeform,Derek Deserves Nice Things,243
Freeform,chp 3,243
Freeform,LGBTQ Jewish Character(s),243
Fandom,bap,243
Freeform,Depressed Stiles,243
Character,Elizabeth (Persona Series),243
Relationship,Narcissa Black Malfoy/Severus Snape,243
Freeform,great!,243
Freeform,Magic Mirrors,243
Character,Ember McLain,243
Character,Yuugami Kaguya | Aura Blackquill,243
Character,Ava Paige,243
Relationship,"James ""Bucky"" Barnes/Original Character(s)",243
Character,Kermit the Frog,242
Character,Dylan Hunt,242
Freeform,Big Bang,242
Freeform,Cave-In,242
Fandom,Star Trek XI,242
Character,Elmyra Gainsborough,242
Freeform,LARPing,242
Freeform,Second Time,242
Freeform,Polyandry,242
Fandom,Neko no Ongaeshi | The Cat Returns,242
Character,Scavenger (Transformers),242
Freeform,dressing up,242
Relationship,Kiryu Yoshiya/Sakuraba Neku,242
Freeform,Women in the Military,242
Character,Professor,242
Fandom,Predators (2010),242
Character,Danielle Moonstar,242
Freeform,smart,242
Freeform,C.,242
Character,Patrick Star,242
Character,James Barnes,242
Character,Juniper (Percy Jackson),242
Freeform,ANBU - Freeform,242
Freeform,Tourism,242
Freeform,hunter!dean,242
Freeform,Codes & Ciphers,242
Character,Jory Cassel,242
Character,Scorpion (Mortal Kombat),242
Character,Kitana (Mortal Kombat),242
Character,"Mike ""Spike"" Scarlatti",242
Character,Dent | Cilan,242
Character,Ed Peletier,242
Freeform,Founders Era,242
Freeform,John Watson's Blog,242
Fandom,Sonic X,242
Freeform,Brat,242
Freeform,top fics,242
Freeform,Spoiler Alert - Freeform,242
Character,2P England,242
Freeform,Thunderfrost - Freeform,242
Relationship,Nick Fury & Tony Stark,242
Freeform,warriors - Freeform,242
Freeform,ass,242
Freeform,FTL,242
Freeform,Sex Worker,242
Relationship,"James ""Bucky"" Barnes/Clint Barton/Natasha Romanov",242
Relationship,Tenth Doctor/Reader,242
Freeform,Baby Boy,242
Character,Randy Cunningham,242
Relationship,Daniel Ricciardo/Jean-Eric Vergne,242
Freeform,brothers being brothers,242
Freeform,Bully,242
Fandom,percy jackson - Fandom,242
Freeform,Wordcount: 100.000-200.000,242
Freeform,SHIELD Agent Darcy Lewis,242
Character,Tigerclaw (Warriors),242
Relationship,Percy Jackson & Sally Jackson,242
Relationship,Albus Dumbledore & Harry Potter,242
Freeform,Medical Professionals,242
Freeform,Greg is Sweet,242
Relationship,Luke Hemmings/You,242
Relationship,Fukawa Touko/Togami Byakuya (Dangan Ronpa),242
Freeform,Hurt Natasha Romanov,242
Freeform,Neverland (Once Upon a Time),242
Freeform,Sweet Ending,242
Character,Kureshima Mitsuzane,242
Freeform,POV Jaime Lannister,242
Relationship,Dan Avidan/Brian Wecht,242
Character,Will Stanton,241
Character,Zoe Carter,241
Character,Cigarette Smoking Man,241
Relationship,Jensen Ackles/Jeffrey Dean Morgan/Jared Padalecki,241
Freeform,Sitcom,241
Character,Rani Chandra,241
Character,Wong,241
Character,Jean Prouvaire,241
Character,Nagini,241
Freeform,dirty - Freeform,241
Character,Mytho (Princess Tutu),241
Fandom,Darkwing Duck (Cartoon),241
Character,DG,241
Freeform,Elevator,241
Character,Hank Stanley,241
Character,Rory Hawthorne,241
Freeform,happy new year,241
Character,Anon,241
Freeform,Character Bleed,241
Freeform,End!verse,241
Freeform,Sex Change,241
Character,Hogun,241
Freeform,Thoughts of Suicide,241
Freeform,it's great,241
Character,Barbrey Dustin,241
Freeform,Wincestiel - Freeform,241
Freeform,sga-cp,241
Freeform,Embedded Audio,241
Freeform,Chikan,241
Freeform,Don't Ask,241
Character,Richard Oakdell,241
Relationship,Agent Carolina/Agent York (Red vs. Blue),241
Freeform,Southern Water Tribe,241
Freeform,Young Harry,241
Freeform,Spark,241
Freeform,but nothing graphic,241
Freeform,3k+,241
Freeform,Brother,241
Character,Po (Kung Fu Panda),241
Character,Matt Miller,241
Fandom,Justice League International (Comics),241
Freeform,shut up,241
Freeform,Feedism,241
Freeform,thigh highs,241
Freeform,Day One,241
Freeform,The Hale Fire,241
Freeform,Guilty Dean Winchester,241
Freeform,Twin AU,241
Freeform,Mating Run,241
Character,Jac Naylor,241
Character,Duncan Jones,241
Freeform,boobs,241
Fandom,Poets of the Fall,241
Character,Romain Grosjean,241
Character,JT,241
Freeform,cum kink,241
Freeform,AHS,241
Freeform,Almost Drowning,241
Freeform,I wrote this instead of studying,241
Freeform,morning fluff,241
Freeform,Teacher Dean,241
Freeform,Assumed Relationship,241
Relationship,Talex,241
